ref_id,tax_id,source_name,addnl_id,seq_type,source_reference,source_link,source_filename
812,536047,Heterosigma akashiwo NB,MMETSP0416,aa,"Keeling et al., 2014",,
813,1486918,"Ostreococcus mediterraneus, Strain clade-D-RCC2572",MMETSP0929,aa,"Keeling et al., 2014",,
814,1486918,"Ostreococcus mediterraneus, Strain clade-D-RCC1621",MMETSP0930,aa,"Keeling et al., 2014",,
815,1486918,"Ostreococcus mediterraneus, Strain clade-D-RCC2596",MMETSP0932,aa,"Keeling et al., 2014",,
816,41875,"Ostreococcus prasinos, Strain BCC99000",MMETSP0933,aa,"Keeling et al., 2014",,
817,1486918,"Ostreococcus mediterraneus, Strain clade-D-RCC2573",MMETSP0936,aa,"Keeling et al., 2014",,
818,1486918,"Ostreococcus mediterraneus, Strain clade-D-RCC2593",MMETSP0937,aa,"Keeling et al., 2014",,
819,1486918,"Ostreococcus mediterraneus, Strain clade-D-RCC1107",MMETSP0938,aa,"Keeling et al., 2014",,
820,242159,"Ostreococcus lucimarinus, Strain clade-A-BCC118000",MMETSP0939,aa,"Keeling et al., 2014",,
821,552665,"Bigelowiella longifila, Strain CCMP242",MMETSP1359,aa,"Keeling et al., 2014",,
822,552666,"Partenskyella glossopodia, Strain RCC365",MMETSP1318,aa,"Keeling et al., 2014",,
823,582737,"Tetraselmis sp., Strain GSL018",MMETSP0419,aa,"Keeling et al., 2014",,
824,626734,"Favella taraikaensis, Strain Fe Narragansett Bay",MMETSP0434,aa,"Keeling et al., 2014",,
825,626734,"Favella taraikaensis, Strain Fe Narragansett Bay",MMETSP0436,aa,"Keeling et al., 2014",,
826,627963,"Aplanochytrium sp, Strain PBS07",MMETSP0954,aa,"Keeling et al., 2014",,
827,627963,"Aplanochytrium sp, Strain PBS07",MMETSP0955,aa,"Keeling et al., 2014",,
828,627963,"Aplanochytrium sp, Strain PBS07",MMETSP0956,aa,"Keeling et al., 2014",,
829,627963,"Aplanochytrium sp, Strain PBS07",MMETSP0957,aa,"Keeling et al., 2014",,
830,629695,"Gymnochlora sp., Strain CCMP2014",MMETSP0110,aa,"Keeling et al., 2014",,
831,631057,"Symbiodinium sp., Strain CCMP2430",MMETSP1115,aa,"Keeling et al., 2014",,
832,631057,"Symbiodinium sp., Strain CCMP2430",MMETSP1116,aa,"Keeling et al., 2014",,
833,631057,"Symbiodinium sp., Strain CCMP2430",MMETSP1117,aa,"Keeling et al., 2014",,
834,632150,"Azadinium spinosum, Strain 3D9",MMETSP1036,aa,"Keeling et al., 2014",,
835,632150,"Azadinium spinosum, Strain 3D9",MMETSP1037,aa,"Keeling et al., 2014",,
836,632150,"Azadinium spinosum, Strain 3D9",MMETSP1038,aa,"Keeling et al., 2014",,
837,641309,"Lotharella oceanica, Strain CCMP622",MMETSP0040,aa,"Keeling et al., 2014",,
838,652834,Palpitomonas bilix NIES-2562,MMETSP0780,aa,"Keeling et al., 2014",,
839,665100,"Litonotus pictus, Strain P1",MMETSP0209,aa,"Keeling et al., 2014",,
840,671091,Coscinodiscus wailesii,MMETSP1066,aa,"Keeling et al., 2014",,
841,676789,Prasinoderma singularis RCC927,MMETSP1315,aa,"Keeling et al., 2014",,
842,693140,Tiarina fusus TfusLIS,MMETSP0472,aa,"Keeling et al., 2014",,
843,697907,"non described non described, Strain CCMP2293",MMETSP0986,aa,"Keeling et al., 2014",,
844,697907,"non described non described, Strain CCMP2293",MMETSP0987,aa,"Keeling et al., 2014",,
845,697907,"non described non described, Strain CCMP2293",MMETSP0988,aa,"Keeling et al., 2014",,
846,697907,"non described non described, Strain CCMP2293",MMETSP0989,aa,"Keeling et al., 2014",,
847,697910,Pseudo-nitzschia arenysensis B593,MMETSP0329,aa,"Keeling et al., 2014",,
848,708627,"Timspurckia oligopyrenoides, Strain CCMP3278",MMETSP1172,aa,"Keeling et al., 2014",,
849,708628,"Erythrolobus madagascarensis, Strain CCMP3276",MMETSP1354,aa,"Keeling et al., 2014",,
850,753081,Bigelowiella natans CCMP 2755,MMETSP0045,aa,"Keeling et al., 2014",,
851,753684,"Madagascaria erythrocladiodes, Strain CCMP3234",MMETSP1450,aa,"Keeling et al., 2014",,
852,905079,Guillardia theta CCMP2712,MMETSP0046,aa,"Keeling et al., 2014",,
853,913974,"Nitzschia punctata, Strain CCMP561",MMETSP0744,aa,"Keeling et al., 2014",,
854,913974,"Nitzschia punctata, Strain CCMP561",MMETSP0745,aa,"Keeling et al., 2014",,
855,913974,"Nitzschia punctata, Strain CCMP561",MMETSP0746,aa,"Keeling et al., 2014",,
856,913974,"Nitzschia punctata, Strain CCMP561",MMETSP0747,aa,"Keeling et al., 2014",,
857,933848,Elphidium margaritaceum,MMETSP1385,aa,"Keeling et al., 2014",,
858,938130,"Platyophrya macrostoma, Strain WH",MMETSP0127,aa,"Keeling et al., 2014",,
859,947934,"Chaetoceros sp., Strain GSL56",MMETSP0200,aa,"Keeling et al., 2014",,
860,993574,"Symbiodinium sp., Strain cladeA",MMETSP1374,aa,"Keeling et al., 2014",,
861,2749911,"Triceratium dubium, Strain CCMP147",MMETSP1175,aa,"Keeling et al., 2014",,
862,1032511,"Perkinsus marinus, Strain ATCC 50439",MMETSP0922,aa,"Keeling et al., 2014",,
863,1034604,"Chlamydomonas leiostraca, Strain SAG 11-49",MMETSP1391,aa,"Keeling et al., 2014",,
864,1034831,Rhizochromulina marina cf CCMP1243,MMETSP1173,aa,"Keeling et al., 2014",,
865,1042828,"Stygamoeba regulata, Strain BSH-02190019",MMETSP0447,aa,"Keeling et al., 2014",,
866,1049557,"Thalassiothrix antarctica, Strain L6-D1",MMETSP0152,aa,"Keeling et al., 2014",,
867,1049557,"Thalassiothrix antarctica, Strain L6-D1",MMETSP0154,aa,"Keeling et al., 2014",,
868,1074897,Tetraselmis astigmatica CCMP880,MMETSP0804,aa,"Keeling et al., 2014",,
869,1077150,"Erythrolobus australicus, Strain CCMP3124",MMETSP1353,aa,"Keeling et al., 2014",,
870,1078864,"Stereomyxa ramosa, Strain Chinc5",MMETSP0439,aa,"Keeling et al., 2014",,
871,1082188,"Strombidium rassoulzadegani, Strain ras09",MMETSP0449,aa,"Keeling et al., 2014",,
872,2972369,Chrysoreinhardia sp CCMP3193,MMETSP1166,aa,"Keeling et al., 2014",,
873,1411690,"Chrysoreinhardia sp, Strain CCMP2950",MMETSP1164,aa,"Keeling et al., 2014",,
874,1112570,"Thraustochytrium sp., Strain LLF1b",MMETSP0198,aa,"Keeling et al., 2014",,
875,1112570,"Thraustochytrium sp., Strain LLF1b",MMETSP0199,aa,"Keeling et al., 2014",,
876,1118495,Dactyliosolen fragilissimus,MMETSP0580,aa,"Keeling et al., 2014",,
877,1155430,"Genus nov. species nov., Strain RCC2288",MMETSP1326,aa,"Keeling et al., 2014",,
878,1158023,Cyclophora radiata 13vi08-1A,MMETSP0418,aa,"Keeling et al., 2014",,
879,1169540,"Vitrella brassicaformis, Strain CCMP3346",MMETSP1451,aa,"Keeling et al., 2014",,
880,1181717,"Synchroma pusillum, Strain CCMP3072",MMETSP1452,aa,"Keeling et al., 2014",,
881,1333877,"Brandtodinium nutriculum, Strain RCC3387",MMETSP1462,aa,"Keeling et al., 2014",,
882,1461541,"Pterosperma sp., Strain CCMP1384",MMETSP1438,aa,"Keeling et al., 2014",,
883,1461542,"Unidentified sp, Strain CCMP2111",MMETSP1446,aa,"Keeling et al., 2014",,
884,1461544,"Unidentified sp., Strain RCC701",MMETSP1453,aa,"Keeling et al., 2014",,
885,1461544,"Unidentified sp., Strain RCC1871",MMETSP1456,aa,"Keeling et al., 2014",,
886,1461545,"Mantoniella sp, Strain CCMP1436",MMETSP1468,aa,"Keeling et al., 2014",,
887,1461544,"Unidentified sp, Strain CCMP2175",MMETSP1470,aa,"Keeling et al., 2014",,
888,1461547,"Stichococcus sp, Strain RCC1054",MMETSP1473,aa,"Keeling et al., 2014",,
889,1462469,"unid. sp., Strain CCMP2135",MMETSP1467,aa,"Keeling et al., 2014",,
890,1486917,"Craspedostauros australis, Strain CCMP3328",MMETSP1442,aa,"Keeling et al., 2014",,
891,2624257,Sexangularia sp.,MMETSP0437,aa,"Keeling et al., 2014",,
