ref_id,marferret_name,tax_id,lineage,candidate_id,data_type,data_source,pub_year,source_filename,seq_type,n_seqs_raw,aa_fasta,source_name,alias,source_reference,source_link,ref_link,ref_doi
561,Craspedostauros_australis,1486917,diatom,890,TSA,MMETSP,2014,MMETSP1442.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,25094,890_Craspedostauros_australis.faa,"Craspedostauros australis, Strain CCMP3328",MMETSP1442,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
562,Symbiodinium_kawagutii,104179,dinoflagellate,892,TSA,MMETSP,2014,MMETSP0133.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,8656,892_Symbiodinium_kawagutii.faa,Symbiodinium-kawagutii-CCMP2468,MMETSP0133,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
563,Symbiodinium_kawagutii,104179,dinoflagellate,893,TSA,MMETSP,2014,MMETSP0134.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,10438,893_Symbiodinium_kawagutii.faa,Symbiodinium-kawagutii-CCMP2468,MMETSP0134,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
564,Symbiodinium_kawagutii,104179,dinoflagellate,894,TSA,MMETSP,2014,MMETSP0135.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,15322,894_Symbiodinium_kawagutii.faa,Symbiodinium-kawagutii-CCMP2468,MMETSP0135,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
565,Alexandrium_fundyense,2932,dinoflagellate,895,TSA,MMETSP,2014,MMETSP0197.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,7717,895_Alexandrium_fundyense.faa,Alexandrium-fundyense-CCMP1719,MMETSP0197,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
566,Alexandrium_tamarense,2926,dinoflagellate,896,TSA,MMETSP,2014,MMETSP0380.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,20319,896_Alexandrium_tamarense.faa,Alexandrium-temarense-CCMP1771,MMETSP0380,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
567,Amphidinium_carterae,2961,dinoflagellate,897,TSA,MMETSP,2014,MMETSP0399.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,11675,897_Amphidinium_carterae.faa,Amphidinium-carterae-CCMP1314,MMETSP0399,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
568,Chaetoceros_curvisetus,230516,diatom,898,TSA,MMETSP,2014,MMETSP0719.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,5901,898_Chaetoceros_curvisetus.faa,Chaetoceros-curvisetus,MMETSP0719,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
569,Perkinsus_marinus_ATCC_50439,1032511,alveolate,899,TSA,MMETSP,2014,MMETSP0923.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,7297,899_Perkinsus_marinus_ATCC_50439.faa,Perkinsus-marinus-ATCC50439,MMETSP0923,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
570,Perkinsus_chesapeaki_ATCC_PRA-65,321610,alveolate,900,TSA,MMETSP,2014,MMETSP0925.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,17103,900_Perkinsus_chesapeaki_ATCC_PRA-65.faa,Perkinsus-chesapeaki-ATCC_PRA_65,MMETSP0925,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
571,Minidiscus_spinulatus,2593073,diatom,1,TSA,Zenodo,2021,ThTSP-01_Minidiscusspinulatus-Trinity.fasta,nt,65297,1_Minidiscus_spinulatus.faa,Minidiscus spinulatus,,Guajardo 2021,https://zenodo.org/record/4591037,,10.5281/zenodo.4591037
572,Minidiscus_variabilis,659878,diatom,2,TSA,Zenodo,2021,ThTSP-02_RCC4665-Minidiscusvariabilis-Trinity.fasta,nt,60715,2_Minidiscus_variabilis.faa,Minidiscus variabilis,,Guajardo 2021,https://zenodo.org/record/4591037,,10.5281/zenodo.4591037
573,Minidiscus_comicus,2590921,diatom,3,TSA,Zenodo,2021,ThTSP-03_RCC4660-Minidiscuscomicus-Trinity.fasta,nt,40455,3_Minidiscus_comicus.faa,Minidiscus comicus,,Guajardo 2021,https://zenodo.org/record/4591037,,10.5281/zenodo.4591037
574,Thalassiosira_sp_RCC4219,2303173,diatom,4,TSA,Zenodo,2021,ThTSP-04_RCC4219-Thalassiosirasp-Trinity.fasta,nt,44779,4_Thalassiosira_sp_RCC4219.faa,Thalassiosira sp.,,Guajardo 2021,https://zenodo.org/record/4591037,,10.5281/zenodo.4591037
575,Thalassiosira_minima,340022,diatom,5,TSA,Zenodo,2021,ThTSP-05_RCC4593-Thalassiosiraminima-Trinity.fasta,nt,47415,5_Thalassiosira_minima.faa,Thalassiosira minima,,Guajardo 2021,https://zenodo.org/record/4591037,,10.5281/zenodo.4591037
576,Minidiscus_sp_RCC4590,1960173,diatom,6,TSA,Zenodo,2021,ThTSP-06_RCC4590-Minidiscussp-Trinity.fasta,nt,65166,6_Minidiscus_sp_RCC4590.faa,Minidiscus sp.,,Guajardo 2021,https://zenodo.org/record/4591037,,10.5281/zenodo.4591037
577,Minidiscus_sp_RCC4582,1960170,diatom,7,TSA,Zenodo,2021,ThTSP-07_RCC4582-Minidiscussp-Trinity.fasta,nt,59494,7_Minidiscus_sp_RCC4582.faa,Minidiscus sp.,,Guajardo 2021,https://zenodo.org/record/4591037,,10.5281/zenodo.4591037
578,Thalassiosira_sp_RCC4606,1960195,diatom,8,TSA,Zenodo,2021,ThTSP-08_RCC4606-Thalassiosirasp-Trinity.fasta,nt,46134,8_Thalassiosira_sp_RCC4606.faa,Thalassiosira sp.,,Guajardo 2021,https://zenodo.org/record/4591037,,10.5281/zenodo.4591037
579,Thalassiosira_minima,340022,diatom,9,TSA,Zenodo,2021,ThTSP-09_RCC4583-Thalassiosiraminima-Trinity.fasta,nt,51331,9_Thalassiosira_minima.faa,Thalassiosira minima,,Guajardo 2021,https://zenodo.org/record/4591037,,10.5281/zenodo.4591037
580,Minidiscus_sp_RCC4584,1960171,diatom,10,TSA,Zenodo,2021,ThTSP-10_RCC4584-Minidiscussp-Trinity.fasta,nt,55285,10_Minidiscus_sp_RCC4584.faa,Minidiscus sp.,,Guajardo 2021,https://zenodo.org/record/4591037,,10.5281/zenodo.4591037
581,Stramenopiles_sp_TOSAG41-2,1735746,stramenopile,11,SAG,TARA,2018,m3a.faa,aa,3289,11_Stramenopiles_sp_TOSAG41-2.faa,Stramenopiles sp. TOSAG41-2,Stramenopiles sp. TOSAG41-2,Seeleuthner 2018,http://www.genoscope.cns.fr/tara/,https://pubmed.ncbi.nlm.nih.gov/29358710/,
582,Stramenopiles_sp_TOSAG23-6,1735747,stramenopile,12,SAG,TARA,2018,m3f.faa,aa,2694,12_Stramenopiles_sp_TOSAG23-6.faa,Stramenopiles sp. TOSAG23-6,Stramenopiles sp. TOSAG23-6,Seeleuthner 2018,http://www.genoscope.cns.fr/tara/,https://pubmed.ncbi.nlm.nih.gov/29358710/,
583,Stramenopiles_sp_TOSAG23-1,1735742,stramenopile,13,SAG,TARA,2018,m4a1.faa,aa,8018,13_Stramenopiles_sp_TOSAG23-1.faa,Stramenopiles sp. TOSAG23-1,Stramenopiles sp. TOSAG23-1,Seeleuthner 2018,http://www.genoscope.cns.fr/tara/,https://pubmed.ncbi.nlm.nih.gov/29358710/,
584,Stramenopiles_sp_TOSAG23-2,1735743,stramenopile,14,SAG,TARA,2018,m4a2.faa,aa,8537,14_Stramenopiles_sp_TOSAG23-2.faa,Stramenopiles sp. TOSAG23-2,Stramenopiles sp. TOSAG23-2,Seeleuthner 2018,http://www.genoscope.cns.fr/tara/,https://pubmed.ncbi.nlm.nih.gov/29358710/,
585,Stramenopiles_sp_TOSAG41-1,1735744,stramenopile,15,SAG,TARA,2018,m4c.faa,aa,5478,15_Stramenopiles_sp_TOSAG41-1.faa,Stramenopiles sp. TOSAG41-1,Stramenopiles sp. TOSAG41-1,Seeleuthner 2018,http://www.genoscope.cns.fr/tara/,https://pubmed.ncbi.nlm.nih.gov/29358710/,
586,Stramenopiles_sp_TOSAG23-3,1735745,stramenopile,16,SAG,TARA,2018,m4e.faa,aa,4652,16_Stramenopiles_sp_TOSAG23-3.faa,Stramenopiles sp. TOSAG23-3,Stramenopiles sp. TOSAG23-3,Seeleuthner 2018,http://www.genoscope.cns.fr/tara/,https://pubmed.ncbi.nlm.nih.gov/29358710/,
587,Chrysophyceae_sp_TOSAG23-4,1735748,stramenopile,17,SAG,TARA,2018,chryh1.faa,aa,3050,17_Chrysophyceae_sp_TOSAG23-4.faa,Chrysophyceae sp. TOSAG23-4,Chrysophyceae sp. TOSAG23-4,Seeleuthner 2018,http://www.genoscope.cns.fr/tara/,https://pubmed.ncbi.nlm.nih.gov/29358710/,
588,Chrysophyceae_sp_TOSAG23-5,1735749,stramenopile,18,SAG,TARA,2018,chryh2.faa,aa,1637,18_Chrysophyceae_sp_TOSAG23-5.faa,Chrysophyceae sp. TOSAG23-5,Chrysophyceae sp. TOSAG23-5,Seeleuthner 2018,http://www.genoscope.cns.fr/tara/,https://pubmed.ncbi.nlm.nih.gov/29358710/,
589,Calanus_finmarchicus,6837,metazoa,19,TSA,NCBI,2014,Calanus_finmarchicus.PRJNA236528.fa.fasta,nt,206012,19_Calanus_finmarchicus.faa,Calanus finmarchicus,PRJNA236528,"Roncalli et al., 2015",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA236528,https://www.ncbi.nlm.nih.gov/pubmed/25945801,
590,Calanus_glacialis,113644,metazoa,20,TSA,NCBI,2015,Calanus_glacialis.PRJNA237014.fasta,nt,36880,20_Calanus_glacialis.faa,Calanus glacialis,PRJNA237014,PLEASE_REVIEW,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA237014,,
591,Neocalanus_flemingeri,119369,metazoa,21,TSA,NCBI,2018,GFUD01.1.fsa_nt.fasta,nt,140535,21_Neocalanus_flemingeri.faa,Neocalanus flemingeri,GFUD00000000,"Roncalli et al., 2018",https://www.ncbi.nlm.nih.gov/nuccore/GFUD00000000/,https://www.ncbi.nlm.nih.gov/pubmed/28919018,
592,Acartia_tonsa,136180,metazoa,22,TSA,NCBI,2017,GFWY01.1.fsa_nt,nt,60662,22_Acartia_tonsa.faa,Acartia tonsa,GFWY00000000,"via Maas 2018 (Nilsson et al., unpublished 2017)",https://www.ncbi.nlm.nih.gov/nuccore/GFWY00000000/,unpublished,
593,Eurytemora_affinis,88015,metazoa,23,TSA,NCBI,2016,GEAN01.1.fsa_nt,nt,107445,23_Eurytemora_affinis.faa,Eurytemora affinis,GEAN00000000,"via Maas 2018 (Munro et al., unpublished 2016)",https://www.ncbi.nlm.nih.gov/nuccore/GEAN00000000/,unpublished,
594,Labidocera_madurae,1501138,metazoa,24,TSA,NCBI,2017,GFWO01.1.fsa_nt,nt,210768,24_Labidocera_madurae.faa,Labidocera madurae,GFWO00000000,"Roncalli et al., 2017",https://www.ncbi.nlm.nih.gov/nuccore/GFWO00000000/,https://www.ncbi.nlm.nih.gov/pubmed/29065152,
595,Tigriopus_californicus,6832,metazoa,25,TSA,NCBI,2015,GBSZ01.1.fsa_nt,nt,12067,25_Tigriopus_californicus.faa,Tigriopus californicus,GBSZ00000000,"Barreto et al., 2015",https://www.ncbi.nlm.nih.gov/nuccore/GBSZ00000000/,PLEASE_REVIEW,
596,Tigriopus_kingsejongensis,1133412,metazoa,26,TSA,NCBI,2015,GDFW01.1.fsa_nt,nt,38250,26_Tigriopus_kingsejongensis.faa,Tigriopus kingsejongensis,GDFW01000000,"via Maas 2018 (Lee, unpublished 2015)",https://www.ncbi.nlm.nih.gov/nuccore/GDFW01000000/,unpublished,
597,Tigriopus_japonicus,158387,metazoa,27,TSA,NCBI,2015,GCHA01.1.fsa_nt,nt,54758,27_Tigriopus_japonicus.faa,Tigriopus japonicus,GCHA00000000,"Kim et al., 2015",https://www.ncbi.nlm.nih.gov/nuccore/GCHA00000000/,https://www.ncbi.nlm.nih.gov/pubmed/26024611,
598,Paracyclopina_nana,565004,metazoa,28,TSA,NCBI,2015,GCJT01.1.fsa_nt,nt,60687,28_Paracyclopina_nana.faa,Paracyclopina nana,GCJT01000000,"Lee et al., 2015",https://www.ncbi.nlm.nih.gov/nuccore/GCJT01000000/,https://www.ncbi.nlm.nih.gov/pubmed/26001055,
599,Eucyclops_serrulatus,84317,metazoa,29,TSA,NCBI,2014,GARW01.1.fsa_nt,nt,51528,29_Eucyclops_serrulatus.faa,Eucyclops serrulatus,GARW01000000,"via Maas 2018 (Cattonaro, unpublished 2014)",https://www.ncbi.nlm.nih.gov/nuccore/GARW01000000/,unpublished,
600,Lepeophtheirus_salmonis,72036,metazoa,30,TSA,NCBI,2015,HACA01P.1.fsa_aa,aa,33918,30_Lepeophtheirus_salmonis.faa,Lepeophtheirus salmonis,HACA00000000,"via Maas 2018 (Carmichael, unpublished 2015)",https://www.ncbi.nlm.nih.gov/nuccore/HACA00000000/,unpublished,
601,Caligus_rogercresseyi,217165,metazoa,31,TSA,NCBI,2014,GAZX01.1.fsa_nt,nt,44088,31_Caligus_rogercresseyi.faa,Caligus rogercresseyi,GAZX00000000,"via Maas 2018 (Leong, unpublished 2014)",https://www.ncbi.nlm.nih.gov/nuccore/GAZX00000000/,unpublished,
602,Pleuromamma_xiphias,503034,metazoa,32,TSA,NCBI,2018,GFCI01.1.fsa_nt,nt,554991,32_Pleuromamma_xiphias.faa,Pleuromamma xiphias,GFCI00000000,"Maas et al., 2018",https://www.ncbi.nlm.nih.gov/nuccore/GFCI00000000/,PLEASE_REVIEW,
603,Nitzschia_sp_Nitz4,2041349,diatom,33,TSA,NCBI,2020,GIQR01.1.fsa_nt,nt,24322,33_Nitzschia_sp_Nitz4.faa,Nitzschia sp. strain Nitz4,GIQR00000000,Pendergrass 2020 (unpublished),https://www.ncbi.nlm.nih.gov/nuccore/GIQR00000000/,unpublished,
604,Ankylochrysis_sp_RCC2491,1764641,ochrophyte,35,TSA,RCC,2020,RCC-METDB_00017-ankylochrysis-sp-malift191.5pg1-paired.fasta,nt,108001,35_Ankylochrysis_sp_RCC2491.faa,Ankylochrysis sp RCC2491,MALI FT191.5 PG1,"Niang et al., 2020",http://metdb.sb-roscoff.fr/metdb/assembly/17/,https://f1000research.com/posters/9-564,https://doi.org/10.7490/f1000research.1118000.1
605,Aureococcus_anophagefferens,44056,ochrophyte,36,TSA,RCC,2020,RCC-METDB_00030-aureococcus-anophagefferens-ccmp1784-paired.fasta,nt,51884,36_Aureococcus_anophagefferens.faa,Aureococcus anophagefferens RCC96,CCMP1784,"Niang et al., 2020",http://metdb.sb-roscoff.fr/metdb/assembly/30/,https://f1000research.com/posters/9-564,https://doi.org/10.7490/f1000research.1118000.1
606,Bigelowiella_natans,227086,rhizaria,37,TSA,RCC,2020,RCC-METDB_00044-bigelowiella-natans-bl_33-3-paired.fasta,nt,136867,37_Bigelowiella_natans.faa,Bigelowiella natans RCC435,BL_33-3,"Niang et al., 2020",http://metdb.sb-roscoff.fr/metdb/assembly/44/,https://f1000research.com/posters/9-564,https://doi.org/10.7490/f1000research.1118000.1
607,Bigelowiella_sp_RCC560,1764863,rhizaria,38,TSA,RCC,2020,RCC-METDB_00045-bigelowiella-sp-bl_34-paired.fasta,nt,122937,38_Bigelowiella_sp_RCC560.faa,Bigelowiella sp RCC560,BL_34,"Niang et al., 2020",http://metdb.sb-roscoff.fr/metdb/assembly/45/,https://f1000research.com/posters/9-564,https://doi.org/10.7490/f1000research.1118000.1
608,Pelagomonas_calceolata,35677,ochrophyte,39,TSA,RCC,2020,RCC-METDB_00310-pelagomonas-calceolata-boum81-4-paired.fasta,nt,81704,39_Pelagomonas_calceolata.faa,Pelagomonas calceolata RCC2362,BOUM81-4,"Niang et al., 2020",http://metdb.sb-roscoff.fr/metdb/assembly/289/,https://f1000research.com/posters/9-564,https://doi.org/10.7490/f1000research.1118000.1
609,Chloropicon_sp_CCMP2113,2864388,chlorophyte,43,TSA,RCC,2020,RCC-METDB_00082-chloropicon-sp-ccmp2113-paired.fasta,nt,25923,43_Chloropicon_sp_CCMP2113.faa,Chloropicon sp CCMP2113,CCMP2113,"Niang et al., 2020",http://metdb.sb-roscoff.fr/metdb/assembly/79/,https://f1000research.com/posters/9-564,https://doi.org/10.7490/f1000research.1118000.1
610,Chroodactylon_ramnosum,139907,rhodophyte,44,TSA,RCC,2020,RCC-METDB_00086-chroodactylon-ramnosum-sag103.79-paired.fasta,nt,83556,44_Chroodactylon_ramnosum.faa,Chroodactylon ramnosum RCC654,SAG 103.79,"Niang et al., 2020",http://metdb.sb-roscoff.fr/metdb/assembly/83/,https://f1000research.com/posters/9-564,https://doi.org/10.7490/f1000research.1118000.1
611,Emiliania_huxleyi,2903,haptophyte,45,TSA,RCC,2020,RCC-METDB_00146-emiliania-huxleyi-ac675syn.os2-paired.fasta,nt,190227,45_Emiliania_huxleyi.faa,Emiliania huxleyi RCC1253,AC675 syn. OS 2,"Niang et al., 2020",http://metdb.sb-roscoff.fr/metdb/assembly/136/,https://f1000research.com/posters/9-564,https://doi.org/10.7490/f1000research.1118000.1
612,Emiliania_huxleyi,2903,haptophyte,46,TSA,RCC,2020,RCC-METDB_00150-emiliania-huxleyi-boum77-paired.fasta,nt,115025,46_Emiliania_huxleyi.faa,Emiliania huxleyi RCC1857,BOUM77,"Niang et al., 2020",http://metdb.sb-roscoff.fr/metdb/assembly/137/,https://f1000research.com/posters/9-564,https://doi.org/10.7490/f1000research.1118000.1
613,Emiliania_huxleyi,2903,haptophyte,47,TSA,RCC,2020,RCC-METDB_00151-emiliania-huxleyi-chc2-paired.fasta,nt,154229,47_Emiliania_huxleyi.faa,Emiliania huxleyi RCC3782,CHC2,"Niang et al., 2020",http://metdb.sb-roscoff.fr/metdb/assembly/138/,https://f1000research.com/posters/9-564,https://doi.org/10.7490/f1000research.1118000.1
614,Pelagomonas_calceolata,35677,ochrophyte,48,TSA,RCC,2020,RCC-METDB_00311-pelagomonas-calceolata-indianocean_17-1-paired.fasta,nt,49601,48_Pelagomonas_calceolata.faa,Pelagomonas calceolata RCC706,IndianOcean_17-1,"Niang et al., 2020",http://metdb.sb-roscoff.fr/metdb/assembly/290/,https://f1000research.com/posters/9-564,https://doi.org/10.7490/f1000research.1118000.1
615,Gephyrocapsa_muellerae,1663125,haptophyte,49,TSA,RCC,2020,RCC-METDB_00180-gephyrocapsa-mullerae-chc184-paired.fasta,nt,120869,49_Gephyrocapsa_muellerae.faa,Gephyrocapsa muellerae RCC3370,CHC184,"Niang et al., 2020",http://metdb.sb-roscoff.fr/metdb/assembly/165/,https://f1000research.com/posters/9-564,https://doi.org/10.7490/f1000research.1118000.1
616,Pelagomonas_calceolata,35677,ochrophyte,50,TSA,RCC,2020,RCC-METDB_00312-pelagomonas-calceolata-biosope_111c1e-paired.fasta,nt,31553,50_Pelagomonas_calceolata.faa,Pelagomonas calceolata RCC981,Biosope_111 C1E,"Niang et al., 2020",https://metdb.sb-roscoff.fr/metdb/assembly/291/,https://f1000research.com/posters/9-564,https://doi.org/10.7490/f1000research.1118000.1
617,Glossomastix_chrysoplasta,172669,ochrophyte,51,TSA,RCC,2020,RCC-METDB_00185-glossomastix-chrysoplasta-ccmp1537-paired.fasta,nt,40839,51_Glossomastix_chrysoplasta.faa,Glossomastix chrysoplasta RCC624,CCMP1537,"Niang et al., 2020",http://metdb.sb-roscoff.fr/metdb/assembly/169/,https://f1000research.com/posters/9-564,https://doi.org/10.7490/f1000research.1118000.1
618,Guinardia_flaccida,216801,diatom,52,TSA,RCC,2020,RCC-METDB_00191-guinardia-flaccida-ra120910p1e1-paired.fasta,nt,44890,52_Guinardia_flaccida.faa,Guinardia flaccida RCC3093,RA120910 P1E1,"Niang et al., 2020",http://metdb.sb-roscoff.fr/metdb/assembly/175/,https://f1000research.com/posters/9-564,https://doi.org/10.7490/f1000research.1118000.1
619,Naviculales_sp_RCC2677,1764899,diatom,53,TSA,RCC,2020,RCC-METDB_00198-haslea-sp-aka_5ap52.f2-paired.fasta,nt,56164,53_Naviculales_sp_RCC2677.faa,Haslea sp RCC2677,Aka_5A P52.F2,"Niang et al., 2020",http://metdb.sb-roscoff.fr/metdb/assembly/181/,https://f1000research.com/posters/9-564,https://doi.org/10.7490/f1000research.1118000.1
620,Mesopedinella_arctica,296676,ochrophyte,54,TSA,RCC,2020,RCC-METDB_00246-mesopedinella-arctica-prosope_2-paired.fasta,nt,150960,54_Mesopedinella_arctica.faa,Mesopedinella arctica RCC382,PROSOPE_2,"Niang et al., 2020",http://metdb.sb-roscoff.fr/metdb/assembly/227/,https://f1000research.com/posters/9-564,https://doi.org/10.7490/f1000research.1118000.1
621,Micromonas_commoda,1606511,chlorophyte,55,TSA,RCC,2020,RCC-METDB_00250-micromonas-commoda-biosope_46b4s-paired.fasta,nt,42441,55_Micromonas_commoda.faa,Micromonas commoda RCC996,biosope_46 B4S,"Niang et al., 2020",http://metdb.sb-roscoff.fr/metdb/assembly/231/,https://f1000research.com/posters/9-564,https://doi.org/10.7490/f1000research.1118000.1
622,Minidiscus_sp_RCC1721,2604711,diatom,56,TSA,RCC,2020,RCC-METDB_00262-minidiscus-sp-ra080513-10-paired.fasta,nt,51623,56_Minidiscus_sp_RCC1721.faa,Minidiscus sp RCC1721,RA080513-10,"Niang et al., 2020",http://metdb.sb-roscoff.fr/metdb/assembly/241/,https://f1000research.com/posters/9-564,https://doi.org/10.7490/f1000research.1118000.1
623,Navicula_sp_RCC3092,1764896,diatom,57,TSA,RCC,2020,RCC-METDB_00269-navicula-sp-ra120910p2a1-paired.fasta,nt,72551,57_Navicula_sp_RCC3092.faa,Navicula sp RCC3092,RA120910 P2A1,"Niang et al., 2020",http://metdb.sb-roscoff.fr/metdb/assembly/246/,https://f1000research.com/posters/9-564,https://doi.org/10.7490/f1000research.1118000.1
624,Ochromonas_triangulata,1964564,ochrophyte,58,TSA,RCC,2020,RCC-METDB_00278-ochromonas-triangulata-chr25-paired.fasta,nt,44109,58_Ochromonas_triangulata.faa,Ochromonas triangulata RCC21,CHR25,"Niang et al., 2020",http://metdb.sb-roscoff.fr/metdb/assembly/255/,https://f1000research.com/posters/9-564,https://doi.org/10.7490/f1000research.1118000.1
625,Phaeocystis_sp_RCC908,464236,haptophyte,59,TSA,RCC,2020,RCC-METDB_00485-phaeocystis-sp-biosope226fl2-3-paired.fasta,nt,78817,59_Phaeocystis_sp_RCC908.faa,Phaeocystis sp RCC908,Biosope_226_FL2-3,"Niang et al., 2020",http://metdb.sb-roscoff.fr/metdb/assembly/318/,https://f1000research.com/posters/9-564,https://doi.org/10.7490/f1000research.1118000.1
626,Partenskyella_glossopodia,552666,rhizaria,60,TSA,RCC,2020,RCC-METDB_00299-partenskyella-glossopodia-prosope_99-paired.fasta,nt,63741,60_Partenskyella_glossopodia.faa,Partenskyella glossopodia RCC365,PROSOPE_99,"Niang et al., 2020",http://metdb.sb-roscoff.fr/metdb/assembly/277/,https://f1000research.com/posters/9-564,https://doi.org/10.7490/f1000research.1118000.1
627,Pelagomonas_calceolata,35677,ochrophyte,61,TSA,RCC,2020,RCC-METDB_00309-pelagomonas-calceolata-ccmp1214-paired.fasta,nt,32250,61_Pelagomonas_calceolata.faa,Pelagomonas calceolata RCC100,CCMP1214,"Niang et al., 2020",http://metdb.sb-roscoff.fr/metdb/assembly/288/,https://f1000research.com/posters/9-564,https://doi.org/10.7490/f1000research.1118000.1
628,Pelagophyceae_sp_RCC2696,1764647,ochrophyte,62,TSA,RCC,2020,RCC-METDB_00316-pelagophyceae_xxx-sp-akap71.e10-paired.fasta,nt,46597,62_Pelagophyceae_sp_RCC2696.faa,Pelagophyceae_Xxx sp RCC2696,Aka P71.E10,"Niang et al., 2020",http://metdb.sb-roscoff.fr/metdb/assembly/295/,https://f1000research.com/posters/9-564,https://doi.org/10.7490/f1000research.1118000.1
629,Phaeocystis_antarctica,33657,haptophyte,63,TSA,RCC,2020,RCC-METDB_00325-phaeocystis-antarctica-ccmp1374-paired.fasta,nt,103290,63_Phaeocystis_antarctica.faa,Phaeocystis antarctica RCC4023,CCMP1374,"Niang et al., 2020",http://metdb.sb-roscoff.fr/metdb/assembly/304/,https://f1000research.com/posters/9-564,https://doi.org/10.7490/f1000research.1118000.1
630,Phaeocystis_antarctica,33657,haptophyte,64,TSA,RCC,2020,RCC-METDB_00326-phaeocystis-antarctica-ccmp1871-paired.fasta,nt,162178,64_Phaeocystis_antarctica.faa,Phaeocystis antarctica RCC4024,CCMP1871,"Niang et al., 2020",http://metdb.sb-roscoff.fr/metdb/assembly/306/,https://f1000research.com/posters/9-564,https://doi.org/10.7490/f1000research.1118000.1
631,Phaeocystis_cordata,118079,haptophyte,65,TSA,RCC,2020,RCC-METDB_00327-phaeocystis-cordata-ccmp2495-paired.fasta,nt,80926,65_Phaeocystis_cordata.faa,Phaeocystis cordata RCC1383,CCMP2495,"Niang et al., 2020",http://metdb.sb-roscoff.fr/metdb/assembly/307/,https://f1000research.com/posters/9-564,https://doi.org/10.7490/f1000research.1118000.1
632,Phaeocystis_globosa,33658,haptophyte,66,TSA,RCC,2020,RCC-METDB_00329-phaeocystis-globosa-rikz-graves-paired.fasta,nt,121626,66_Phaeocystis_globosa.faa,Phaeocystis globosa RCC739,RIKZ-Graves,"Niang et al., 2020",http://metdb.sb-roscoff.fr/metdb/assembly/310/,https://f1000research.com/posters/9-564,https://doi.org/10.7490/f1000research.1118000.1
633,Phaeocystis_globosa,33658,haptophyte,68,TSA,RCC,2020,RCC-METDB_00334-phaeocystis-sp-nies1396-paired.fasta,nt,111156,68_Phaeocystis_globosa.faa,Phaeocystis sp RCC3537,NIES1396,"Niang et al., 2020",http://metdb.sb-roscoff.fr/metdb/assembly/315/,https://f1000research.com/posters/9-564,https://doi.org/10.7490/f1000research.1118000.1
634,Phaeocystis_sp_RCC851,464232,haptophyte,69,TSA,RCC,2020,RCC-METDB_00335-phaeocystis-sp-biosope202-paired.fasta,nt,145499,69_Phaeocystis_sp_RCC851.faa,Phaeocystis sp RCC851,Biosope_202,"Niang et al., 2020",http://metdb.sb-roscoff.fr/metdb/assembly/316/,https://f1000research.com/posters/9-564,https://doi.org/10.7490/f1000research.1118000.1
635,Phaeocystis_sp_RCC935,464238,haptophyte,70,TSA,RCC,2020,RCC-METDB_00336-phaeocystis-sp-biosope219fl2-3-paired.fasta,nt,76231,70_Phaeocystis_sp_RCC935.faa,Phaeocystis sp RCC935,Biosope_219_FL2-3,"Niang et al., 2020",http://metdb.sb-roscoff.fr/metdb/assembly/317/,https://f1000research.com/posters/9-564,https://doi.org/10.7490/f1000research.1118000.1
