entry_id,accepted,marferret_name,tax_id,pr2_accession,pr2_rank,pr2_taxonomy,data_type,data_source,source_link,pub_year,ref_link,ref_doi,source_filename,seq_type,n_seqs_raw,source_name,original_taxID,alias
776,Y,Hemiselmis_andersenii,464988,LC647572.1.1777_U,species,Eukaryota;Cryptista;Cryptophyta;Cryptophyta_X;Cryptophyceae;Cryptomonadales;Hemiselmidaceae;Hemiselmis;Hemiselmis_andersenii,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP1041.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,38417,Hemiselmis andersenii Strain CCMP439,464988,MMETSP1041
777,Y,Hemiselmis_andersenii,464988,LC647572.1.1777_U,species,Eukaryota;Cryptista;Cryptophyta;Cryptophyta_X;Cryptophyceae;Cryptomonadales;Hemiselmidaceae;Hemiselmis;Hemiselmis_andersenii,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP1042.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,46232,Hemiselmis andersenii Strain CCMP1180,464988,MMETSP1042
778,Y,Hemiselmis_andersenii,464988,AM901350.1.1670_U,strain,Eukaryota;Cryptista;Cryptophyta;Cryptophyta_X;Cryptophyceae;Cryptomonadales;Hemiselmidaceae;Hemiselmis;Hemiselmis_andersenii,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP1043.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,38831,Hemiselmis andersenii Strain CCMP441,464988,MMETSP1043
779,Y,Hemiselmis_tepida,464990,HM126533.1.1740_U,species,Eukaryota;Cryptista;Cryptophyta;Cryptophyta_X;Cryptophyceae;Cryptomonadales;Hemiselmidaceae;Hemiselmis;Hemiselmis_tepida,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP1355.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,36263,Hemiselmis tepida Strain CCMP443,464988,MMETSP1355
780,Y,Pseudo-nitzschia_heimii,476441,JN091727.1.1227_U,species,Eukaryota;TSAR;Stramenopiles;Gyrista;Bacillariophyceae;Bacillariales;Bacillariaceae;Pseudo-nitzschia;Pseudo-nitzschia_heimii,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP1423.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,29770,Pseudo-nitzschia heimii,464990,MMETSP1423
781,Y,Pavlovales_sp_CCMP2436,483367,EU247835.1.1734_U,strain,Eukaryota;Haptista;Haptophyta;Haptophyta_X;Pavlovophyceae;Pavlovales;Pavlovaceae;Diacronema;Diacronema_lutheri,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0982.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,42515,non described non described Strain CCMP 2436,476441,MMETSP0982
782,Y,Pavlovales_sp_CCMP2436,483367,EU247835.1.1734_U,strain,Eukaryota;Haptista;Haptophyta;Haptophyta_X;Pavlovophyceae;Pavlovales;Pavlovaceae;Diacronema;Diacronema_lutheri,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0983.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,40501,non described non described Strain CCMP 2436,483367,MMETSP0983
783,Y,Pavlovales_sp_CCMP2436,483367,EU247835.1.1734_U,strain,Eukaryota;Haptista;Haptophyta;Haptophyta_X;Pavlovophyceae;Pavlovales;Pavlovaceae;Diacronema;Diacronema_lutheri,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0984.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,39533,non described non described Strain CCMP 2436,483367,MMETSP0984
784,Y,Pavlovales_sp_CCMP2436,483367,EU247835.1.1734_U,strain,Eukaryota;Haptista;Haptophyta;Haptophyta_X;Pavlovophyceae;Pavlovales;Pavlovaceae;Diacronema;Diacronema_lutheri,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0985.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,39307,non described non described Strain CCMP 2436,483367,MMETSP0985
785,Y,Pedinellales_sp_CCMP2098,483369,EU247836.1.1732_U,strain,Eukaryota;TSAR;Stramenopiles;Gyrista;Dictyochophyceae;Dictyochophyceae_X;Pedinellales;Pedinellales_X;Pedinellales_X_sp.,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0990.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,52133,non described non described Strain CCMP2098,483367,MMETSP0990
786,Y,Pedinellales_sp_CCMP2098,483369,EU247836.1.1732_U,strain,Eukaryota;TSAR;Stramenopiles;Gyrista;Dictyochophyceae;Dictyochophyceae_X;Pedinellales;Pedinellales_X;Pedinellales_X_sp.,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0991.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,77887,non described non described Strain CCMP2098,483369,MMETSP0991
787,Y,Pedinellales_sp_CCMP2098,483369,EU247836.1.1732_U,strain,Eukaryota;TSAR;Stramenopiles;Gyrista;Dictyochophyceae;Dictyochophyceae_X;Pedinellales;Pedinellales_X;Pedinellales_X_sp.,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0992.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,59606,non described non described Strain CCMP2098,483369,MMETSP0992
788,Y,Pedinellales_sp_CCMP2098,483369,EU247836.1.1732_U,strain,Eukaryota;TSAR;Stramenopiles;Gyrista;Dictyochophyceae;Dictyochophyceae_X;Pedinellales;Pedinellales_X;Pedinellales_X_sp.,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0993.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,72691,non described non described Strain CCMP2098,483369,MMETSP0993
789,Y,Pelagophyceae_sp_CCMP2097,483370,EU247837.1.1791_U,strain,Eukaryota;TSAR;Stramenopiles;Gyrista;Pelagophyceae;Pelagomonadales;Pelagomonadales_clade_A;Pelagomonadales_clade_A1;Pelagomonadales_clade_A1_sp.,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0974.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,42128,non described non described Strain CCMP2097,483369,MMETSP0974
790,Y,Pelagophyceae_sp_CCMP2097,483370,EU247837.1.1791_U,strain,Eukaryota;TSAR;Stramenopiles;Gyrista;Pelagophyceae;Pelagomonadales;Pelagomonadales_clade_A;Pelagomonadales_clade_A1;Pelagomonadales_clade_A1_sp.,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0975.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,39537,non described non described Strain CCMP2097,483370,MMETSP0975
791,Y,Pelagophyceae_sp_CCMP2097,483370,EU247837.1.1791_U,strain,Eukaryota;TSAR;Stramenopiles;Gyrista;Pelagophyceae;Pelagomonadales;Pelagomonadales_clade_A;Pelagomonadales_clade_A1;Pelagomonadales_clade_A1_sp.,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0976.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,42963,non described non described Strain CCMP2097,483370,MMETSP0976
792,Y,Pelagophyceae_sp_CCMP2097,483370,EU247837.1.1791_U,strain,Eukaryota;TSAR;Stramenopiles;Gyrista;Pelagophyceae;Pelagomonadales;Pelagomonadales_clade_A;Pelagomonadales_clade_A1;Pelagomonadales_clade_A1_sp.,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0977.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,41270,non described non described Strain CCMP2097,483370,MMETSP0977
793,Y,Ochromonadaceae_sp_CCMP2298,483371,EU247838.1.1737_U,strain,Eukaryota;TSAR;Stramenopiles;Gyrista;Chrysophyceae;Ochromonadales;Ochromonadales_clade-VIII;Ochromonadales_clade-VIII_X;Ochromonadales_clade-VIII_X_sp.,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP1141.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,29298,non described non described Strain CCMP2298,483370,MMETSP1141
794,Y,Ochromonadaceae_sp_CCMP2298,483371,EU247838.1.1737_U,strain,Eukaryota;TSAR;Stramenopiles;Gyrista;Chrysophyceae;Ochromonadales;Ochromonadales_clade-VIII;Ochromonadales_clade-VIII_X;Ochromonadales_clade-VIII_X_sp.,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP1142.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,31169,non described non described Strain CCMP2298,483371,MMETSP1142
795,Y,Ochromonadaceae_sp_CCMP2298,483371,EU247838.1.1737_U,strain,Eukaryota;TSAR;Stramenopiles;Gyrista;Chrysophyceae;Ochromonadales;Ochromonadales_clade-VIII;Ochromonadales_clade-VIII_X;Ochromonadales_clade-VIII_X_sp.,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP1143.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,33276,non described non described Strain CCMP2298,483371,MMETSP1143
796,Y,Ochromonadaceae_sp_CCMP2298,483371,EU247838.1.1737_U,strain,Eukaryota;TSAR;Stramenopiles;Gyrista;Chrysophyceae;Ochromonadales;Ochromonadales_clade-VIII;Ochromonadales_clade-VIII_X;Ochromonadales_clade-VIII_X_sp.,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP1144.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,31260,non described non described Strain CCMP2298,483371,MMETSP1144
797,Y,Aristerstoma_sp_ATCC50986,485358,EU264563.1.1716_U,strain,Eukaryota;TSAR;Alveolata;Ciliophora;Colpodea;Colpodea_X;Cyrtolophosidida;Aristerostoma;Aristerostoma_sp.,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0125.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,18685,Aristerstoma sp. ATCC 50986,483371,MMETSP0125
798,N,Pessonella_sp_PRA-29,498008,NA,NA,NA,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0420.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,21414,Pessonella sp.,485358,MMETSP0420
799,N,Trichosphaerium_sp_ATCC40318,498012,EU273471.1.2471_U,strain,Eukaryota;Amoebozoa;Tubulinea;Tubulinea_X;Corycida;Trichosida;Trichosidae;Trichosphaerium;Trichosphaerium_sp.,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0405.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,25300,Trichosphaerium sp Strain Am-I-7 wt,498008,MMETSP0405
800,Y,Chromera_velia_CCMP2878,1169474,EU099882.1.852_U,species,Eukaryota;TSAR;Alveolata;Chrompodellids;Colpodellidea;Colpodellida;Chromeraceae;Chromera;Chromera_velia,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0290.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,42409,Chromera velia Strain CCMP2878,498012,MMETSP0290
801,Y,Licmophora_paradoxa,515479,HQ912612.1.1706_U,strain,Eukaryota;TSAR;Stramenopiles;Gyrista;Bacillariophyceae;Licmophorales;Licmophoraceae;Licmophora;Licmophora_paradoxa,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP1360.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,34208,Licmophora paradoxa Strain CCMP2313,505693,MMETSP1360
802,Y,Stephanopyxis_turris,515487,KJ671710.1.700_U,species,Eukaryota;TSAR;Stramenopiles;Gyrista;Coscinodiscophyceae;Stephanopyxales;Stephanopyxidaceae;Stephanopyxis;Stephanopyxis_turris,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0794.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,44067,Stephanopyxis turris,515479,MMETSP0794
803,Y,Heterosigma_akashiwo_CCMP452,536046,KT163015.1.1696_U,strain,Eukaryota;TSAR;Stramenopiles;Gyrista;Raphidophyceae;Raphidophyceae_X;Raphidophyceae_XX;Heterosigma;Heterosigma_akashiwo,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0894.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,19698,Heterosigma akashiwo Strain CCMP 452,515487,MMETSP0894
804,Y,Heterosigma_akashiwo_CCMP452,536046,KT163015.1.1696_U,strain,Eukaryota;TSAR;Stramenopiles;Gyrista;Raphidophyceae;Raphidophyceae_X;Raphidophyceae_XX;Heterosigma;Heterosigma_akashiwo,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0895.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,16656,Heterosigma akashiwo Strain CCMP 452,536046,MMETSP0895
805,Y,Heterosigma_akashiwo_CCMP452,536046,KT163015.1.1696_U,strain,Eukaryota;TSAR;Stramenopiles;Gyrista;Raphidophyceae;Raphidophyceae_X;Raphidophyceae_XX;Heterosigma;Heterosigma_akashiwo,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0896.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,14405,Heterosigma akashiwo Strain CCMP 452,536046,MMETSP0896
806,Y,Heterosigma_akashiwo_CCMP452,536046,KT163015.1.1696_U,strain,Eukaryota;TSAR;Stramenopiles;Gyrista;Raphidophyceae;Raphidophyceae_X;Raphidophyceae_XX;Heterosigma;Heterosigma_akashiwo,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0897.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,13132,Heterosigma akashiwo Strain CCMP 452,536046,MMETSP0897
807,Y,Heterosigma_akashiwo_NIES-293,536047,HQ866156.1.905_U,species,Eukaryota;TSAR;Stramenopiles;Gyrista;Raphidophyceae;Raphidophyceae_X;Raphidophyceae_XX;Heterosigma;Heterosigma_akashiwo,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0409.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,25876,Heterosigma akashiwo CCMP3107,536046,MMETSP0409
808,Y,Heterosigma_akashiwo_NIES-293,536047,HQ866156.1.905_U,species,Eukaryota;TSAR;Stramenopiles;Gyrista;Raphidophyceae;Raphidophyceae_X;Raphidophyceae_XX;Heterosigma;Heterosigma_akashiwo,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0410.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32576,Heterosigma akashiwo CCMP3107,536047,MMETSP0410
809,Y,Heterosigma_akashiwo_NIES-293,536047,HQ866156.1.905_U,species,Eukaryota;TSAR;Stramenopiles;Gyrista;Raphidophyceae;Raphidophyceae_X;Raphidophyceae_XX;Heterosigma;Heterosigma_akashiwo,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0411.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,31632,Heterosigma akashiwo CCMP3107,536047,MMETSP0411
810,Y,Heterosigma_akashiwo_NIES-293,536047,HQ866156.1.905_U,species,Eukaryota;TSAR;Stramenopiles;Gyrista;Raphidophyceae;Raphidophyceae_X;Raphidophyceae_XX;Heterosigma;Heterosigma_akashiwo,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0414.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,33643,Heterosigma akashiwo NB,536047,MMETSP0414
811,Y,Heterosigma_akashiwo_NIES-293,536047,HQ866156.1.905_U,species,Eukaryota;TSAR;Stramenopiles;Gyrista;Raphidophyceae;Raphidophyceae_X;Raphidophyceae_XX;Heterosigma;Heterosigma_akashiwo,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0415.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,35567,Heterosigma akashiwo NB,536047,MMETSP0415
812,Y,Heterosigma_akashiwo_NIES-293,536047,HQ866156.1.905_U,species,Eukaryota;TSAR;Stramenopiles;Gyrista;Raphidophyceae;Raphidophyceae_X;Raphidophyceae_XX;Heterosigma;Heterosigma_akashiwo,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0416.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,39089,Heterosigma akashiwo NB,536047,MMETSP0416
813,Y,Ostreococcus_mediterraneus,1486918,JN862906.1.1568_U,species,Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Mamiellophyceae;Mamiellales;Bathycoccaceae;Ostreococcus;Ostreococcus_mediterraneus,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0929.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,12512,Ostreococcus mediterraneus Strain clade-D-RCC2572,536047,MMETSP0929
814,Y,Ostreococcus_mediterraneus,1486918,JN862906.1.1568_U,species,Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Mamiellophyceae;Mamiellales;Bathycoccaceae;Ostreococcus;Ostreococcus_mediterraneus,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0930.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,9334,Ostreococcus mediterraneus Strain clade-D-RCC1621,548131,MMETSP0930
815,Y,Ostreococcus_mediterraneus,1486918,JN862906.1.1568_U,species,Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Mamiellophyceae;Mamiellales;Bathycoccaceae;Ostreococcus;Ostreococcus_mediterraneus,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0932.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,2908,Ostreococcus mediterraneus Strain clade-D-RCC2596,548131,MMETSP0932
816,Y,Bathycoccus_prasinos,41875,AY425315.1.1732_U,species,Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus_prasinos,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0933.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,12718,Ostreococcus prasinos Strain BCC99000,548131,MMETSP0933
817,Y,Ostreococcus_mediterraneus,1486918,JN862906.1.1568_U,species,Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Mamiellophyceae;Mamiellales;Bathycoccaceae;Ostreococcus;Ostreococcus_mediterraneus,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0936.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,12043,Ostreococcus mediterraneus Strain clade-D-RCC2573,548131,MMETSP0936
818,N,Ostreococcus_mediterraneus,1486918,JN862906.1.1568_U,species,Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Mamiellophyceae;Mamiellales;Bathycoccaceae;Ostreococcus;Ostreococcus_mediterraneus,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0937.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,554,Ostreococcus mediterraneus Strain clade-D-RCC2593,548131,MMETSP0937
819,Y,Ostreococcus_mediterraneus,1486918,JN862906.1.1568_U,species,Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Mamiellophyceae;Mamiellales;Bathycoccaceae;Ostreococcus;Ostreococcus_mediterraneus,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0938.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,12059,Ostreococcus mediterraneus Strain clade-D-RCC1107,548131,MMETSP0938
820,Y,Ostreococcus_lucimarinus,242159,KT878674.1.676_U,species,Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Mamiellophyceae;Mamiellales;Bathycoccaceae;Ostreococcus;Ostreococcus_lucimarinus,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0939.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,13254,Ostreococcus lucimarinus Strain clade-A-BCC118000,548131,MMETSP0939
821,Y,Bigelowiella_longifila,552665,U03479.1.1787_U,species,Eukaryota;TSAR;Rhizaria;Cercozoa;Chlorarachniophyceae;Chlorarachnida;Chlorarachnida_X;Bigelowiella;Bigelowiella_longifila,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP1359.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,29121,Bigelowiella longifila Strain CCMP242,548131,MMETSP1359
822,Y,Partenskyella_glossopodia,552666,KF422630.1.1649_U,species,Eukaryota;TSAR;Rhizaria;Cercozoa;Chlorarachniophyceae;Chlorarachnida;Chlorarachnida_X;Partenskyella;Partenskyella_glossopodia,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP1318.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,26287,Partenskyella glossopodia Strain RCC365,552665,MMETSP1318
823,Y,Tetraselmis_sp_GSL018,582737,FJ546704.1.1255_U,strain,Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Chlorodendrophyceae;Chlorodendrales;Chlorodendraceae;Tetraselmis;Tetraselmis_sp.,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0419.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,35097,Tetraselmis sp. Strain GSL018,552666,MMETSP0419
824,N,Schmidingerella_taraikaensis,626734,FJ196073.1.1761_U,species,Eukaryota;TSAR;Alveolata;Ciliophora;Spirotrichea;Choreotrichida-Tintinnina;Rhabdonellidae;Schmidingerella;Schmidingerella_taraikaensis,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0434.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,30567,Favella taraikaensis Strain Fe Narragansett Bay,582737,MMETSP0434
825,N,Schmidingerella_taraikaensis,626734,FJ196073.1.1761_U,species,Eukaryota;TSAR;Alveolata;Ciliophora;Spirotrichea;Choreotrichida-Tintinnina;Rhabdonellidae;Schmidingerella;Schmidingerella_taraikaensis,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0436.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,18340,Favella taraikaensis Strain Fe Narragansett Bay,626734,MMETSP0436
826,Y,Aplanochytrium_sp_PBS07,627963,FJ799799.1.1725_U,strain,Eukaryota;TSAR;Stramenopiles;Bigyra;Sagenista;Labyrinthulomycetes;Labyrinthulaceae;Aplanochytrium;Aplanochytrium_sp.,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0954.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,18455,Aplanochytrium sp Strain PBS07,626734,MMETSP0954
827,Y,Aplanochytrium_sp_PBS07,627963,FJ799799.1.1725_U,strain,Eukaryota;TSAR;Stramenopiles;Bigyra;Sagenista;Labyrinthulomycetes;Labyrinthulaceae;Aplanochytrium;Aplanochytrium_sp.,TSA,MMETSP,https://zenodo.org/record/3247846,2014,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,MMETSP0955.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,16209,Aplanochytrium sp Strain PBS07,627963,MMETSP0955
